,speaker,utterance,dialogue_start,utterance type,Teaching Act:,
1,S,"yeah, get a new one. ",FALSE,,,
1,T,okay. ,TRUE,,,
1,S,I wanna see that one ... ,FALSE,,,
1,T,"you're sure, huh? ",TRUE,,,
,S,,FALSE,,,
1,T,oh! ,TRUE,,,
1,S,there we go! ,FALSE,,,
1,S,now the other side. ,FALSE,,,
1,S,ah! ,FALSE,,,
1,S,.. too long. ,FALSE,,,
1,S,here i'll blow one up again. ,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"well whatev ... give me two more, cause I told yo",TRUE,,,
,S,,FALSE,,,
1,T,"but so far we got one part of it working, right? ",TRUE,,,
1,SS,".. yes, sure. ",TRUE,,,
1,T,and don't blow them up really too ... don't stretch them out too much. ,TRUE,,,
1,S,I want the long one. ,FALSE,,,
1,T,"here, try that one. ",TRUE,,,
1,S,"oh, yes. ",FALSE,,,
1,T,"okay, good. ",TRUE,,,
,S,,FALSE,,,
1,T,thank you. ,TRUE,,,
,S,,FALSE,,,
1,T,perfect,TRUE,,,
,S,,FALSE,,,
1,T,I'm gonna be successful with this. ,TRUE,,,
1,S,yes. ,FALSE,,,
1,S,use the force. ,FALSE,,,
1,T,use the force. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,all righty. ,TRUE,,,
,S,,FALSE,,,
1,T,here I go,TRUE,,,
,S,,FALSE,,,
1,T,should I try a different skewer,TRUE,Question,task,
1,S,"yeah, they're bad luck. ",FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,here we go,TRUE,,,
,S,,FALSE,,,
1,T,I'm gonna go from this end first,TRUE,,,
1,S,it's gonna pop. ,FALSE,,,
1,S,it's gonna pop. ,FALSE,,,
1,T,don't say that! ,TRUE,,,
1,S,oh well. ,FALSE,,,
1,S,pop. ,FALSE,,,
1,S,there we go! ,FALSE,,,
1,T,ah! ,TRUE,,,
,S,,FALSE,,,
1,T,success,TRUE,,,
1,S,this is my balloon! ,FALSE,,,
1,S,it's my ..,FALSE,,,
1,T,"okay, okay. ",TRUE,,,
,S,,FALSE,,,
1,T,all righty,TRUE,,,
,S,,FALSE,,,
1,T,"but when I put the skewer I this way, it didn't pop. ",TRUE,,,
,S,,FALSE,,,
1,T,what's the difference between the chains here and the chains here? ,TRUE,Question,infer,
,S,,FALSE,,,
1,T,what's the difference? ,TRUE,,,
,S,,FALSE,,,
1,T,what's the difference,TRUE,,,
,S,,FALSE,,,
1,T,crystal,TRUE,,,
1,S,it's parallel. ,FALSE,,,
1,T,"well, don't know if it's parallel. ",TRUE,,,
,S,,FALSE,,,
1,T,what's the difference between the way the chains are arranged here,TRUE,Question,reframe,
,S,,FALSE,,,
1,T,"not so much whether their parallel or crisscross right now, but jim had said this before. ",TRUE,,,
,S,,FALSE,,,
1,T,jason,TRUE,,,
1,S,"it just, like, makes it pop cause it won't stretch into where you .. to go inside. ",FALSE,,,
1,T,"okay, and then what about the top? ",TRUE,,,
1,S,they're so loose so you can just stick something in it and it will pop right away. ,FALSE,,,
1,T,"okay, excellent. ",TRUE,,,
,S,,FALSE,,,
1,T,so how do you think the polymer chains are arranged,TRUE,Question,infer,
,S,,FALSE,,,
1,T,do you think they're parallel or you think they're crisscrossed,TRUE,Question,yes/no,
1,S,ones on the top are parallel and the ones on the side are crisscrossed? ,FALSE,,,
1,T,okay. ,TRUE,,,
1,T,"anybody else has anything different, jim",TRUE,Question,dig deeper,
1,S,so when you stick something in they just like ... ,FALSE,,,
1,T,okay. ,TRUE,,,
1,S,question. ,FALSE,,,
1,T,okay. ,TRUE,,,"(coded up to here with final accuracy for dialogue_start, remained are default F responses to teacher utterance, since students were silent)"
,S,,FALSE,,,
1,T,I like that explanation,TRUE,,,
,S,,FALSE,,,
1,T,"and what jim said was, he felt that the polymer chains are crisscrossed",TRUE,,,
,S,,FALSE,,,
1,T,"the ones at the top are crisscrossed, they're not stretched out, so when you poke something through it, the chains just kind of ... what was the word that you used? ",TRUE,,,
1,S,squeezed around it. ,FALSE,,,
1,T,"and so when you try to put a skewer through it, are you really getting ... you don't ... they can't squeeze together. ",TRUE,,,
,S,,FALSE,,,
1,T,I think that's the word that he used. ,TRUE,,,
,S,,FALSE,,,
1,T,the polymer chains can't squeeze together,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"so, we learned that the balloon is what type of polymer? ",TRUE,,,
,S,,FALSE,,,
1,T,parallel or crisscrossed,TRUE,,,
1,SS,crisscrossed. ,TRUE,,,
1,T,crisscrossed. ,TRUE,,,
,S,,FALSE,,,
1,T,and this is a little bit more compacted than this over here,TRUE,,,
,S,,FALSE,,,
1,T,so what ... what can you tell me about polymers,TRUE,,,
,S,,FALSE,,,
1,T,think about this. ,TRUE,,,
,S,,FALSE,,,
1,T,"according to the balloon, what can polymers do",TRUE,,,
,S,,FALSE,,,
1,T,what could we do to them,TRUE,,,
,S,,FALSE,,,
1,T,"somebody's saying it, I can hear it. ",TRUE,,,
1,S,they can stretch out. ,FALSE,,,
1,T,"yeah, they can stretch out, so polymers can stretch out. ",TRUE,,,
,S,,FALSE,,,
1,T,what I want you to do here no,TRUE,,,
,S,,FALSE,,,
1,T,and what evidence do you have if the chains are arranged that way? ,TRUE,,,
,S,,FALSE,,,
1,T,"and if you guys want to draw a picture, you can go for it and draw a picture, it's not a problem. ",TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,chains compacted together at the to,TRUE,,,
,S,,FALSE,,,
1,T,"okay, so the way the chains are arranged, tells me something about the behavior of the material. ",TRUE,,,
,S,,FALSE,,,
1,T,.. is not here. ,TRUE,,,
,S,,FALSE,,,
1,T,are you understanding this all okay,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,he haS't been here for a while. ,TRUE,,,
,S,,FALSE,,,
1,T,was he on vacation,TRUE,,,
,S,,FALSE,,,
1,T,he is,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"okay, it looks like pencils are down. ",TRUE,,,
,S,,FALSE,,,
1,T,"all right, somebody no",TRUE,,,
,S,,FALSE,,,
1,T,what did you learn about polymers today? ,TRUE,,,
,S,,FALSE,,,
1,T,what could you write down on there,TRUE,,,
,S,,FALSE,,,
1,T,cedrick? ,TRUE,,,
,S,,FALSE,,,
1,S,polymers can expand. ,FALSE,,,
,S,,FALSE,,,
1,T,"oh yes, polymers can expand. ",TRUE,,,
,S,,FALSE,,,
1,T,or you can use the word we can stretch the polymers out. ,TRUE,,,
,S,,FALSE,,,
1,T,anything else? ,TRUE,,,
,S,,FALSE,,,
1,T,how's bingo,TRUE,,,
,S,,FALSE,,,
1,T,"bingo, bingo",TRUE,,,
,S,,FALSE,,,
1,T,"okay, nothing else",TRUE,,,
,S,,FALSE,,,
1,T,nothing else,TRUE,,,
,S,,FALSE,,,
1,T,"okay, please go ahead and take this paper, now flip it over to the back, because now I'm going to let you investigate one on your own. ",TRUE,,,
,S,,FALSE,,,
1,T,okay? ,TRUE,,,
,S,,FALSE,,,
1,T,all righty,TRUE,,,
,S,,FALSE,,,
1,T,"and the one I'm going to have you investigate on your own, is this one here. ",TRUE,,,
,S,,FALSE,,,
1,T,"so that there's not going to be any questions ... you won't have any questions when you go into a lab, hopefully. ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, investigating polymers. ",TRUE,,,
,S,,FALSE,,,
1,T,we investigated the balloon and we investigated the plumber's tape,TRUE,,,
,S,,FALSE,,,
1,T,"I'm gonna have you go out and investigate the ... a plastic container, or the polystyrene. ",TRUE,,,
,S,,FALSE,,,
1,T,and that's what you're going to investigate right there. ,TRUE,,,
,S,,FALSE,,,
1,T,"again, we have this question in our head, we have to figure out how these chains are arranged. ",TRUE,,,
,S,,FALSE,,,
1,T,you're gonna do a couple of things to this plastic container to see whether or not you can figure out how the chains are arranged. ,TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"and, as you're writing this I'm gonna go ahead and share with you, you guys can go into your lab group, three to a lab group. ",TRUE,,,
,S,,FALSE,,,
1,T,"“okay guys, you have a minute to fi ... or actually thirty seconds to find the partners and a lab station” okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, so I know you're all looking around at one another going “yeah, yeah, yeah” okay? ",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,but let me have your eyeballs back up here because we gotta go through this. ,TRUE,,,
,S,,FALSE,,,
1,T,and I'm gonna show you what the plastic containers look like. ,TRUE,,,
,S,,FALSE,,,
1,T,plastic containers look like this,TRUE,,,
,S,,FALSE,,,
1,T,you guys all recognize these plastic containers. ,TRUE,,,
,S,,FALSE,,,
1,T,where do you see these,TRUE,,,
,S,,FALSE,,,
1,T,look! ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, the cheesy hamburgers are in there. ",TRUE,,,
,S,,FALSE,,,
1,T,"yeah, okay",TRUE,,,
,S,,FALSE,,,
1,T,in the cafeteria,TRUE,,,
,S,,FALSE,,,
1,T,"all right, what you're gonna do is that you're going to take this plastic container and you're going to cut into a shape. ",TRUE,,,
,S,,FALSE,,,
1,T,"and you guys can choose whether you want to cut it into a square, rectangle, or triangle. ",TRUE,,,
,S,,FALSE,,,
1,T,the only reason why I'm asking you for those three particular shapes is because they're kinda easier to measure. ,TRUE,,,
,S,,FALSE,,,
1,T,"I don't care how big you cut this out; I don't care how small you cut this out, that's your choice. ",TRUE,,,
,S,,FALSE,,,
1,T,"there's a very, very flat part to the container. ",TRUE,,,
,S,,FALSE,,,
1,T,do you guys see the flat part,TRUE,,,
,S,,FALSE,,,
1,T,"okay, so when you get into your lab groups, you just need to make sure that you're cutting off those ripply edge stuff. ",TRUE,,,
,S,,FALSE,,,
1,T,okay? ,TRUE,,,
,S,,FALSE,,,
1,T,and I'm not doing a very good job. ,TRUE,,,
,S,,FALSE,,,
1,T,I cut the flat part out. ,TRUE,,,
,S,,FALSE,,,
1,T,"from the flat part then you can cut your triangle, you can cut your square, you can cut your rectangle and you guys can cut it any size. ",TRUE,,,
,S,,FALSE,,,
1,T,just remember you have two flat sections here for three people. ,TRUE,,,
,S,,FALSE,,,
1,T,"so you're gonna have to figure out how you're going to divvy up two sections for three people, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"all right, so that's the first thing you're gonna do. ",TRUE,,,
,S,,FALSE,,,
1,T,you're going to trace the figure. ,TRUE,,,
,S,,FALSE,,,
1,T,"so once you cut the figure out, I want you to trace it, and then I want you to take measurements. ",TRUE,,,
,S,,FALSE,,,
1,T,and I'm gonna tell you how I want you to take these measurements. ,TRUE,,,
,S,,FALSE,,,
1,T,"you have rulers, in your containers back there at your lab station. ",TRUE,,,
,S,,FALSE,,,
1,T,"what you need to do, is that you need to measure the sides",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"or if you have a triangle then you have three sides, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,you're gonna take these measurements in,TRUE,,,
1,S,centimeters. ,FALSE,,,
1,T,centimeters. ,TRUE,,,
,S,,FALSE,,,
1,T,"then, you are going to go and you're going to give me a measurement of mass",TRUE,,,
,S,,FALSE,,,
1,T,"now, what is in the classroom that's going to help you figure out how the mass of the little piece of plastic? ",TRUE,,,
,S,,FALSE,,,
1,T,what's hanging around here? ,TRUE,,,
,S,,FALSE,,,
1,T,daphne,TRUE,,,
1,S,the triple beam balance. ,FALSE,,,
1,T,the triple beam balance. ,TRUE,,,
,S,,FALSE,,,
1,T,so you're gonna use the triple beam balance to help you figure out the mass,TRUE,,,
,S,,FALSE,,,
1,T,and how do you measure mass,TRUE,,,
,S,,FALSE,,,
1,T,in,TRUE,,,
1,S,grams. ,FALSE,,,
1,T,"grams, okay. ",TRUE,,,
,S,,FALSE,,,
1,T,"and then, give me some characteristics of the plastic. ",TRUE,,,
,S,,FALSE,,,
1,T,"in other words, after you've cut your little shape out, tell me, what does it look like",TRUE,,,
,S,,FALSE,,,
1,T,tell me something about the physical characteristics of that piece of plastic. ,TRUE,,,
,S,,FALSE,,,
1,T,what does it feel like? ,TRUE,,,
,S,,FALSE,,,
1,T,what does it smell like,TRUE,,,
,S,,FALSE,,,
1,T,don't taste it,TRUE,,,
,S,,FALSE,,,
1,T,and you're going to do all of this two times. ,TRUE,,,
,S,,FALSE,,,
1,T,"you're going to do this ... yeah, watch, before you heat it and then after you heat it",TRUE,,,
,S,,FALSE,,,
1,T,with this piece of plastic we're gonna put it in the toaster oven and we're gonna see what happens. ,TRUE,,,
,S,,FALSE,,,
1,T,so I've got the toaster oven up here. ,TRUE,,,
,S,,FALSE,,,
1,T,I'm gonna man the toaster oven,TRUE,,,
,S,,FALSE,,,
1,T,"so, once it's been heated you're gonna take it back to your lab station and you're gonna do all this all over again. ",TRUE,,,
,S,,FALSE,,,
1,T,question,TRUE,,,
1,S,"what if ... what if whenever we heat it, it like melts and we can't touch it? ",FALSE,,,
1,T,"oh, I don't know we'll have to see. ",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,we'll have to see,TRUE,,,
,S,,FALSE,,,
1,T,"you have to put all this information, the before and the after heating into a data table. ",TRUE,,,
,S,,FALSE,,,
1,T,"you guys remember what your data tables looked like from before in the past, right? ",TRUE,,,
,S,,FALSE,,,
1,T,I want you and your partners to figure out what your data table is going to look like. ,TRUE,,,
,S,,FALSE,,,
1,T,and you have to have all of this for all three of you lab partners on one data table. ,TRUE,,,
,S,,FALSE,,,
1,T,"we'd all cut out ... figure out our own different measurements, but we would share them with one another. ",TRUE,,,
,S,,FALSE,,,
1,T,"so by the time I'm done, I have samantha's, terrence's, and my own all on the data table. ",TRUE,,,
,S,,FALSE,,,
1,T,before and after,TRUE,,,
,S,,FALSE,,,
1,T,is that clear,TRUE,,,
1,S,yes. ,FALSE,,,
1,T,is that clear? ,TRUE,,,
,S,,FALSE,,,
1,T,because there was some confusion about that this morning in class,TRUE,,,
,S,,FALSE,,,
1,T,so you're gonna put everybody's data on here,TRUE,,,
,S,,FALSE,,,
1,T,you are going to trace everybody's figure on your paper. ,TRUE,,,
,S,,FALSE,,,
1,T,"so when you create your data table you need to keep that in mind, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,cedrick,TRUE,,,
,S,,FALSE,,,
1,T,question,TRUE,,,
1,S,"no, I just ... ",FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,all righty,TRUE,,,
,S,,FALSE,,,
1,T,no questions? ,TRUE,,,
,S,,FALSE,,,
1,T,I think I've covered everything,TRUE,,,
,S,,FALSE,,,
1,T,"tuh+duh, tuh+duh",TRUE,,,
,S,,FALSE,,,
1,T,"yep, I have",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"and then I will call you, group by group, to the toaster oven. ",TRUE,,,
,S,,FALSE,,,
1,T,"I'm gonna man it and then you can take your plastic back to the lab, okay",TRUE,,,
,S,,FALSE,,,
1,T,so when you're ready just raise your hand and i'll let you come up here and we'll put it in the toaster oven. ,TRUE,,,
,S,,FALSE,,,
1,T,there are some conclusion questions that are on the board behind this board over here. ,TRUE,,,
,S,,FALSE,,,
1,T,"and somewhere in the middle of the lab, i'll push that board over so that you actually can see those conclusion questions, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"ladies and gents, this is a lab today that you need to make sure that you are taking very careful measurements. ",TRUE,,,
,S,,FALSE,,,
1,T,what did I just say,TRUE,,,
1,SS,very careful measurements. ,TRUE,,,
1,T,"okay, very careful measurements, because ... I'm not gonna tell you, but yeah, just go ahead and take very careful measurements, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"okay, thirty seconds, find your partner and lab station. ",TRUE,,,
1,S,do you type those? ,FALSE,,,
1,T,"um, eyeballs? ",TRUE,,,
,S,,FALSE,,,
1,T,let me double+check and see who you're working with real quick. ,TRUE,,,
,S,,FALSE,,,
1,T,"three, three, three, three",TRUE,,,
,S,,FALSE,,,
1,T,you three ladies are together,TRUE,,,
,S,,FALSE,,,
1,T,"julia, who are you with? ",TRUE,,,
,S,,FALSE,,,
1,T,you two,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"three, it's you three",TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,"okay, you three, and you three. ",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"do me a favor, monica, would you guys scoot down a little bit",TRUE,,,
,S,,FALSE,,,
1,T,"yeah, thank you",TRUE,,,
,S,,FALSE,,,
1,T,keep scooting. ,TRUE,,,
,S,,FALSE,,,
1,T,that way we can get that group in totally over there,TRUE,,,
,S,,FALSE,,,
1,T,"scoot all ... yeah, yeah, yeah, good. ",TRUE,,,
,S,,FALSE,,,
1,T,arthur scoot down some more,TRUE,,,
,S,,FALSE,,,
1,T,"take your stool, yeah, take this stool and go right in the middle over there",TRUE,,,
,S,,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"once I hand out your plastic containers, you guys can go ahead and start",TRUE,,,
,S,,FALSE,,,
1,T,"okay gentlemen, here you go. ",TRUE,,,
,S,,FALSE,,,
1,T,"oh yes, yes, hurry up. ",TRUE,,,
,S,,FALSE,,,
1,T,give me your .. i'll give you a pass,TRUE,,,
,S,,FALSE,,,
1,T,you three ladies are together,TRUE,,,
1,SS,mm+hm. ,TRUE,,,
1,T,is it just you and charlotte? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,"okay, just go. ",TRUE,,,
,S,,FALSE,,,
1,T,there you go,TRUE,,,
,S,,FALSE,,,
1,T,just you three gents? ,TRUE,,,
,S,,FALSE,,,
1,T,"you got some extras here, so use this and that",TRUE,,,
1,S,..? ,FALSE,,,
1,T,"yeah, good question guy",TRUE,,,
,S,,FALSE,,,
1,T,".. background music, it has to be Star_Wars. ",TRUE,,,
,S,,FALSE,,,
1,T,"you know what, there is another pair of scissors on the lab table over there. ",TRUE,,,
,S,,FALSE,,,
1,T,let me get you some .. containers,TRUE,,,
1,S,"and then we cut into this, right? ",FALSE,,,
1,S,"I don't know, .. whatever you want. ",FALSE,,,
1,S,i'll get this ... ,FALSE,,,
1,S,"it says, +""/",FALSE,,,
1,S,that's why I'm counting right here. ,FALSE,,,
1,T,.. how are you gonna organize this data table? ,TRUE,,,
,S,,FALSE,,,
1,T,mm. ,TRUE,,,
,S,,FALSE,,,
1,T,yeah,TRUE,,,
,S,,FALSE,,,
1,T,"yes, what do you need? ",TRUE,,,
1,S,do we need to trim it in three ways? ,FALSE,,,
1,T,"yes, you do. ",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"so if I were you, I would cut out whatever you have left over you can give to leon. ",TRUE,,,
1,S,math. ,FALSE,,,
1,T,"okay, that's a good idea, too. ",TRUE,,,
1,S,and that will be a rectangle. ,FALSE,,,
1,S,.. made a whole square. ,FALSE,,,
1,T,did you guys just get one container? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,"no, here, two. ",TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
1,S,"rectangle, we got it. ",FALSE,,,
1,T,"jason, question? ",TRUE,,,
,S,,FALSE,,,
1,T,what do you need? ,TRUE,,,
1,S,rulers. ,FALSE,,,
1,T,they should be up there. ,TRUE,,,
,S,,FALSE,,,
1,T,where are they,TRUE,,,
,S,,FALSE,,,
1,T,"oh, here they are",TRUE,,,
1,S,I make a square. ,FALSE,,,
1,S,what are you making? ,FALSE,,,
1,S,what are you making? ,FALSE,,,
1,T,"I must have put them away yesterday, by accident. ",TRUE,,,
,S,,FALSE,,,
1,T,there you go,TRUE,,,
1,S,are you gonna make .. this? ,FALSE,,,
1,S,a rectangle? ,FALSE,,,
1,S,a rectangle? ,FALSE,,,
1,S,.. kind of make a small one. ,FALSE,,,
1,S,"okay, I've got one over here. ",FALSE,,,
1,S,"how are we supposed to measure it, like. ",FALSE,,,
1,S,are we supposed to just put all the measurements in order,FALSE,,,
1,S,you should have paid attention,FALSE,,,
1,T,"actually, it's pretty much clean; I cleaned them all yesterday so you should be okay. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,S,it's at seven and a half,FALSE,,,
1,T,you want to double check and make sure it's aligned correctly. ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
1,S,we have to check. ,FALSE,,,
1,T,and where is your shape? ,TRUE,,,
,S,,FALSE,,,
1,T,okay,TRUE,,,
,S,,FALSE,,,
1,T,"now if you guys need more rulers, you go over to my table and get some. ",TRUE,,,
,S,,FALSE,,,
1,T,"yes, lance. ",TRUE,,,
1,S,..? ,FALSE,,,
1,T,absolutely. ,TRUE,,,
,S,,FALSE,,,
1,T,"hey gentlemen, before you start, .. think about ... let me you look at your data table. ",TRUE,,,
,S,,FALSE,,,
1,T,"how did you pull that, how did you arrange that data table? ",TRUE,,,
1,S,what data table? ,FALSE,,,
1,T,yeah. ,TRUE,,,
1,S,.. you have to have a data table ... ,FALSE,,,
1,S,or not,FALSE,,,
1,T,all of you have to make a data table. ,TRUE,,,
,S,,FALSE,,,
1,T,remember,TRUE,,,
1,S,"yeah, but .. paper. ",FALSE,,,
1,T,... ,TRUE,,,
,S,,FALSE,,,
1,T,"and you were correct, okay",TRUE,,,
,S,,FALSE,,,
1,T,"but, you guys need to talk about how you're gonna put that data table together before you do anything. ",TRUE,,,
1,S,"oh, okay. ",FALSE,,,
1,T,okay? ,TRUE,,,
1,S,"you just make a square, and then .. before and after. ",FALSE,,,
1,S,why not do a triangle? ,FALSE,,,
1,S,triangles are cooler,FALSE,,,
1,T,ladies. ,TRUE,,,
,S,,FALSE,,,
1,T,"oh yes, you do have a data table",TRUE,,,
,S,,FALSE,,,
1,T,let me take a look at that,TRUE,,,
,S,,FALSE,,,
1,T,is this yours? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,.. table,FALSE,,,
1,S,"oh, we have to trim. ",FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,so how is that gonna fit in there,TRUE,,,
1,S,"um, mine could fit. ",FALSE,,,
1,T,so maybe you need to expand them. ,TRUE,,,
,S,,FALSE,,,
1,T,"but they're good, just make them a little bit bigger",TRUE,,,
1,S,I need like another piece of paper or something. ,FALSE,,,
1,S,yeah. ,FALSE,,,
1,T,"um, woo. ",TRUE,,,
,S,,FALSE,,,
1,T,do I like fractions,TRUE,,,
1,SS,no. ,TRUE,,,
1,T,"no, I don't. ",TRUE,,,
1,S,anyone got paper? ,FALSE,,,
1,T,"and, have you guys figured out how you're gonna put your data table? ",TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,fourteen sixteenths,FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,"you know what, if I were you I'd re+measure that, and it will give you a decimal",TRUE,,,
1,S,how do you do it with a decimal? ,FALSE,,,
1,T,watch. ,TRUE,,,
1,S,"oh, you get a decimal? ",FALSE,,,
1,T,yeah. ,TRUE,,,
,S,,FALSE,,,
1,T,point two. ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, so you have to do it in centimeters",TRUE,,,
1,S,"okay, I try. ",FALSE,,,
1,T,"so I'm concerned ... you got a before and you got an after, but where is the room on the data table for his info and his info? ",TRUE,,,
1,S,"uh, I'm gonna do that later. ",FALSE,,,
1,T,"ah, we wanna try, like, now. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,T,okay? ,TRUE,,,
,S,,FALSE,,,
1,T,go get a ... go get another piece of paper if you need it. ,TRUE,,,
1,S,I don't have enough paper. ,FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"and how is your data table coming along, ladies? ",TRUE,,,
,S,,FALSE,,,
1,T,"gentlemen, let me see your data table. ",TRUE,,,
,S,,FALSE,,,
1,T,"let's re+group here, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,you have to get ... is this your figure,TRUE,,,
1,S,"yeah, it's my figure. ",FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,you have to get all the .. let me see your piece of plastic,TRUE,,,
,S,,FALSE,,,
1,T,your piece of plastic,TRUE,,,
,S,,FALSE,,,
1,T,where is the other,TRUE,,,
,S,,FALSE,,,
1,T,"okay, you gotta get all three of these somehow traced on your paper because that needs to be included in your data table, okay? ",TRUE,,,
,S,,FALSE,,,
1,T,"this one looks like its chipped and you're going to just give me a measurement here, this looks to be about four point nine? ",TRUE,,,
1,S,mm+hm. ,FALSE,,,
1,T,"so when you trace it, you can put down on this side “four point nine centimeters” okay? ",TRUE,,,
1,S,"oh, okay. ",FALSE,,,
1,S,..,FALSE,,,
1,T,"yeah, yeah and you know what? ",TRUE,,,
,S,,FALSE,,,
1,T,sometimes an easier way is just to put all your data inside of it,TRUE,,,
,S,,FALSE,,,
1,T,does that make sense,TRUE,,,
1,S,"oh, ... ",FALSE,,,
1,T,okay. ,TRUE,,,
,S,,FALSE,,,
1,T,"yeah, okay. ",TRUE,,,
,S,,FALSE,,,
1,T,and how are you guys coming along here,TRUE,,,
1,S,"good, we got our data table. ",FALSE,,,
1,T,you got your data table? ,TRUE,,,
1,S,yep. ,FALSE,,,
1,S,almost. ,FALSE,,,
1,T,almost? ,TRUE,,,
1,S,he stole my ruler. ,FALSE,,,
1,T,"okay, so you got before and after. ",TRUE,,,
,S,,FALSE,,,
1,T,so share with me what's gonna go in here,TRUE,,,
,S,,FALSE,,,
1,T,the characteristics? ,TRUE,,,
1,S,yeah. ,FALSE,,,
1,S,before and then after you heat it up,FALSE,,,
1,T,"okay, now do you have enough time to trace it? ",TRUE,,,
1,S,yeah. ,FALSE,,,
1,T,let me give you a hint here. ,TRUE,,,
1,S,information inside of it! ,FALSE,,,
1,T,bingo! ,TRUE,,,
1,S,yes! ,FALSE,,,
1,T,yes. ,TRUE,,,
1,S,why didn't you tell me before? ,FALSE,,,
1,T,"well, that's an easy way. ",TRUE,,,
1,S,I could poke an eye on it. ,FALSE,,,
1,S,so now I have to make my data table out of my whole piece of paper. ,FALSE,,,
1,T,"yeah you can, be careful. ",TRUE,,,
,S,,FALSE,,,
1,T,"no, not necessarily. ",TRUE,,,
,S,,FALSE,,,
1,T,just erase these little lines and just kinda extend the data table down longer,TRUE,,,
1,S,oh. ,FALSE,,,
1,S,right. ,FALSE,,,
1,S,what was I gonna ask? ,FALSE,,,
1,S,what are you doing? ,FALSE,,,
1,T,"good, I like it! ",TRUE,,,
1,S,thank you. ,FALSE,,,
1,S,".., what was your side one? ",FALSE,,,
1,T,yes? ,TRUE,,,
1,S,I think we forgot ... ,FALSE,,,
1,T,"well, let's double+check. ",TRUE,,,
1,S,I need to copy ... ,FALSE,,,
1,T,"so, you have to tell me is this before heating or after heating. ",TRUE,,,
1,S,before. ,FALSE,,,
1,T,"okay, somehow you need to let me know that. ",TRUE,,,
1,S,okay. ,FALSE,,,
1,T,okay? ,TRUE,,,
1,S,all right. ,FALSE,,,
1,T,"and you ladies, how are you coming along? ",TRUE,,,
,S,,FALSE,,,
1,T,let's see it. ,TRUE,,,
1,S,"okay, that's smart. ",FALSE,,,
1,S,"and then you can put all your measurements on the inside, okay",FALSE,,,
1,S,that's good,FALSE,,,
1,S,of each one? ,FALSE,,,
1,S,yeah. ,FALSE,,,
1,S,"gentlemen, .. done? ",FALSE,,,
1,S,are you done,FALSE,,,
